course,reviews,tokens,sentiment_scores,label,entropy_values
interaction-design-capstone,"If your goal is to just get a certificate to put on your resume, this specialization will check the box. The assignments are poorly thought out, overly rigid for requiring very specific methods and mediums, and the peer review system is kind of a joke. If you're sincerely interested in learning IXD and creating a high quality portfolio piece, this course is moderately helpful toward that end, but you'll need to supplement it with lots of outside reading and in person coursework to really get where you want to be. If you're weighing whether to attend an in-person course or program or go with this specialization to save some $, just know that you'll get what you pay for.","['box', 'method']","[-0.6875, 0.46875]",2,"[0.6252624052234231, 0.8351164948421137]"
interaction-design-capstone,"Never before have I had to create so many fake accounts, nor write so many long and laborious manuscripts to be able to complete the assignments. There were also so many problems with this last and final Capstone project - delay in start date, plague of technical issues from Coursera, lack of support from teaching staff (and Coursera) when issues were experienced, and instructions that were not clear enough at times. I'm very much glad to be done, and congratulations to all of you who made it through this last and arduous process. Job well done!",['experienced'],[-0.5],2,[0.8112781244591328]
interaction-design-capstone,"A nice roadmap to design a product. I'll recommend to anyone who wants to learn User Experience Design, HCI or IxD.","['nice', 'design']","[0.47916666666666663, -0.5555555555555555]",5,"[0.8273744775003173, 0.7642045065086205]"
interaction-design-capstone,"Quite disappointed, I thought we'd have something more structured or at least different from the previous courses.The content is here and good, but I was expecting reviews from pro U.X and not student like the previous courses.The good upgrade though is that we have clear examples of submission before we send ours.","['structured', 'previous']","[0.5648148148148148, 0.5648148148148148]",3,"[0.7557472208646809, 0.7557472208646809]"
interest-rate-models,"Content wise this course is excellent, quant finance enthusiasts would love this course. Truth be told this is an insanely difficult MOOC to pass/complete, not because its hard, lets face it, the contents are very advanced and its assumed that students would have background in advanced finance, but the problem lies in the fact that the professor does not explain the topics well enough. The professor might be excellent in this field but simply can't explain well enough, he is mostly reading his notes/slides with a few drawings. Second problem is the notations used in the course is extremely confusing, it makes maths look scary. This could have been a the best MOOC on Coursera but the professor's explanation is simply not upto the mark.","['excellent', 'told', 'problem', 'reading', 'notesslides']","[1.0, -0.6875, 1.0, -0.75, 0.48451162790697677]",3,"[0.0, 0.6252624052234231, 0.0, 0.5435644431995964, 0.8233232038953151]"
interest-rate-models,"Solid contents, also required solid graduate level mathematics. The instructor may consider providing more details in some of the derivations. It is a bit difficult to follow during some lectures.",['consider'],[-0.6875],4,[0.6252624052234231]
interest-rate-models,"Finally finished! It's quite difficult, but really learned a lot! Thank you!",['finished'],[-0.6875],5,[0.6252624052234231]
interest-rate-models,"This is a seriously challenging class, requiring some good preparation, but it is worth every minute. The course staff members are very helpful. The problems are challenging and they are well worth doing. Good luck!","['requiring', 'challenging']","[0.5648148148148148, 0.5648148148148148]",5,"[0.7557472208646809, 0.7557472208646809]"
internet-of-things-dragonboard,"Very good course, it has a decent mix of theory and practice to dive into the board's specifics.",['good'],[0.5648148148148148],5,[0.7557472208646809]
internet-of-things-dragonboard,Instructor has lack of knowledge. They are not subject matter expert and they tried to deliver their best.,['tried'],[0.48451162790697677],3,[0.8233232038953151]
internet-of-things-dragonboard,"Great content, the guys although young, nailed the subject. Hope the next course is as good as this.",['hope'],[0.5648148148148148],5,[0.7557472208646809]
internet-of-things-dragonboard,many outdated instructionsinexperienced tutors who almost never explain why things are done in a certain way,['many'],[-0.75],1,[0.5435644431995964]
internet-of-things-dragonboard,"Very, I mean ... very good project!",['good'],[0.5648148148148148],5,[0.7557472208646809]
internet-of-things-dragonboard,"The video lectures are not very polished, and I think it would have been better to have a few longer videos than so many short ones.",['think'],[0.5291800000000001],2,[0.787323583326851]
internet-of-things-sensing-actuation,Its an awesome course and really teaches some cool stuff!,['awesome'],[0.75],4,[0.5435644431995964]
internet-of-things-sensing-actuation,Great and Excellent thoughts and course material.,['excellent'],[1.0],5,[0.0]
internet-of-things-sensing-actuation,Good hands on course. The self built amplifier circuit feels like a hack but works around the voltage level issues adequately without the mezzanine board which was not available at the time the course was prepared.,['good'],[0.5648148148148148],4,[0.7557472208646809]
internet-of-things-sensing-actuation,Headed downhill. Lessons are starting to feel like not enough time was put into preperation... or like this course was assigned as a project to some students so the professor could make a dollar (like textbooks). One of the instructors even said at one point they didn't have enough time. What does that even mean in an online course. You could be fixing it right now and improving the course. This whole thing is being handled like a college course and that is crazy. On-line courses can undergo continual improvement. The college course paradigm is dying because we can do it better now. Fail.,"['said', 'course']","[0.5, 0.5291800000000001]",2,"[0.8112781244591328, 0.787323583326851]"
internet-of-things-sensing-actuation,Thank you for this course. I enjoyed it and learnt a lot.,['course'],[0.425],4,[0.8654698974285927]
investment-strategies-portfolio-analysis,"The subject matter for this course is very, very interesting! The professor does a nice job of layering the complexity from basic concepts to more advanced concepts. However, this is where the ""good news"" ends. The course is full of all sorts of calculation errors on the graded quizes","['professor', 'basic']","[0.47916666666666663, 0.5648148148148148]",1,"[0.8273744775003173, 0.7557472208646809]"
investment-strategies-portfolio-analysis,"Interesting course material, but there were way too many mistakes in the exercise files. I felt we reached a low point when the only way to pass the assignments was to figure out what the instructor did wrong in the assignments, recreate those problems in my files, and then answer the questions ""correctly"" with the incorrect data. Really bad.","['way', 'assignment', 'problem']","[-0.5673076923076923, -0.6875, -0.5955882352941176]",2,"[0.7534393408598374, 0.6252624052234231, 0.7263179821168531]"
investment-strategies-portfolio-analysis,"Excellent presentation on investment strategies and portfolio analysis, Thanks you! Noted a few issues with the quiz and spreadsheet presented which had some errors.",['excellent'],[1.0],4,[0.0]
iot-architecture,"Good, broad introduction to serious embedded systems. It covers quite advanced topics, definitely not for beginners. Not that it is hard but to fully understand requires it previous knowledge and good studying skills.The course definitely needs work. Mostly it is a 5-10 min video about the topic and then a bunch of links to webpages, scientific articles, books, wiki entries, etc. that you need to read. Then a short quiz with rather specific questions about the readings. Many times it is not clear in the links what you should be looking for (sometimes its just a link to a home page) so the quiz is hard. The course needs work to make it more engaging and interactive.I specially liked the last module about battery powered devices. It could be very useful as a course on its own. I think many people would like to learn about this topic.","['good', 'understand']","[0.5648148148148148, 0.5648148148148148]",4,"[0.7557472208646809, 0.7557472208646809]"
iot-architecture,Very good introductory course into the field of embedded systems. I would recommend this course to anyone who is willing to step into the field of IoT. The course offers a wealth of resources for individual study in a very systematic manner.,['good'],[0.5648148148148148],5,[0.7557472208646809]
iot-architecture,"Video lectures are really bored, bad presented and almost useless. Most (if not all) of the useful content is presented in sections called web tours which are collections of websites were one can find information about the specific topic of a lesson. But many of the websites are bad organized, difficult to read/navigate or simply outdated. The course should be called Web Resources About IoT. I forced myself to keep going for two weeks/modules before I decided to buy a good book and take a more specific course like the one about Real-Time Systems","['bored', 'presented', 'web', 'collection', 'information', 'difficult']","[-0.5955882352941176, -0.5, -0.5955882352941176, -0.6875, -0.75, 0.5648148148148148]",2,"[0.7263179821168531, 0.8112781244591328, 0.7263179821168531, 0.6252624052234231, 0.5435644431995964, 0.7557472208646809]"
iot-architecture,"Just garbage. This course and its twin ""Introduction to Smart IoT Devices"" are an expression of imposture at high level. Fortunately, the other courses in EIT Digital series are very interesting.",['imposture'],[0.5],1,[0.8112781244591328]
iot-devices,Its a Difficult one. I think less of reading work and more video lectures should be included.,['difficult'],[-0.6875],3,[0.6252624052234231]
iot-devices,The course curriculum is good but the last two quizzes were not properly organized. The content of the final quizz refers a while bunch of diagrams with no indexing .,['curriculum'],[0.5648148148148148],4,[0.7557472208646809]
iot-devices,Very good content. Very good introduction to advanced topics in embedded systems. I believe this is the first session and the course definitely needs some work to make it more interactive and engaging. Much of it is simply links to articles and then a quiz on what you read. Anyways I recommend it to anyone interested in embedded systems.,"['good', 'good']","[0.5648148148148148, 0.5648148148148148]",4,"[0.7557472208646809, 0.7557472208646809]"
iot-devices,"The course is thorough and well-explained, but the tests' questions and answers are absurdly badly-designed so they become very difficult.","['thorough', 'absurdly']","[0.8125, -0.6875]",3,"[0.4488644887230294, 0.6252624052234231]"
iot-devices,"May be my english is too bad, but i found this course too difficult to understand, especially pick all the right answers in a list.","['english', 'course']","[-0.5955882352941176, -0.6875]",3,"[0.7263179821168531, 0.6252624052234231]"
iot-software-architecture,Very good course and material. Can be downloaded and read again .,['good'],[0.5648148148148148],4,[0.7557472208646809]
iot-software-architecture,Good course,['good'],[0.5648148148148148],5,[0.7557472208646809]
iot-software-architecture,Nice course. Good points discussed.,"['nice', 'good']","[0.47916666666666663, 0.5648148148148148]",5,"[0.8273744775003173, 0.7557472208646809]"
iot-software-architecture,Good : It is a very concise course with each week session providing references to books for learning more in depth. Overall I am very satisfied and glad to take this course.Improvements: A lot of information squeezed into short videos. Students would benefit more if there are a bit more videos covering all topics in depth not just refer them to chapters in a book. Some questions are little bit ambiguous. I think reading the book along with this course is very important to understand clearly and apply it at work.,['good'],[0.5648148148148148],4,[0.7557472208646809]
iot-software-architecture,In terms of Theory for General Software Architecture this Course is a good refresher for a person who is working with Software Architecture already.The Course could have more focused on IoT specific scenarios compared to Generic Software Architecture. What i recommend is to change the course title and have a separate one for IoT specific matters.If the presenters can provide more practical examples that will help remember how and where we can apply these scenarios.Overall this course content is good and interesting to watch.,"['software', 'recommend']","[0.5648148148148148, 0.5648148148148148]",4,"[0.7557472208646809, 0.7557472208646809]"
iot-software-architecture,"I do not remember having been in a course where concepts were so easily applicable. In addition, it clarified me so many technical questions about the techniques I used in my day-to-day and helped me to define a new approach to my career, now focusing to the Internet of things",['easily'],[0.5],5,[0.8112781244591328]
iot-software-architecture,Excellent course as an introduction and overview of generic software architecture concepts. It would be great to get more in depth information about IOT specific patterns and technologies from the architecture trade-off perspective.,['excellent'],[1.0],4,[0.0]
iot-software-architecture,"Good, but not so deeply good","['good', 'deeply']","[0.5648148148148148, 0.5648148148148148]",4,"[0.7557472208646809, 0.7557472208646809]"
iot-software-architecture,"The course presents lots of concepts and papers, but it doesn't really seems applicable in reality.It felt too ""fluffy"" and subjective to me.",['paper'],[0.5],1,[0.8112781244591328]
korean-economy,"Excellent overview of Korea's rapid rise after the Korean War, very in depth & easy to comprehend.",['excellent'],[1.0],5,[0.0]
korean-economy,"Probably a 4.5 from me. It's a good overview of the (South) Korean economy after WW II. It doesn't require any real economics background, so no diagrams or in depth economic discussion. I feel like I got what I wanted out of it. It probably adds up to 3 hours of video with some short quizzes throughout and short answer at the end.",['probably'],[0.5648148148148148],5,[0.7557472208646809]
korean-economy,Though my educational background is not economics but I have taken this course out of my interest about Korea and made the right choice. I have enjoyed the course very much and learned a lot.,['right'],[0.425],4,[0.8654698974285927]
korean-economy,Really good course for understanding Korean Economic development,['good'],[0.5648148148148148],5,[0.7557472208646809]
korean-economy,A great and inspirational success story of a fund receiving country to a fund giver country. I strongly recommend this course for every student of developing countries. It worth to complete this course and learn how South Korea changed positively.,['inspirational'],[0.625],5,[0.6962122601251458]
korean-economy,I like it a lot. I wish though that this website was better flowing with the lectures. I have to refresh multiple times to make sure the video is where it should be...idk how to explain it.,['website'],[0.5291800000000001],4,[0.787323583326851]
korean-economy,"Lovely course! For me, a brazilian student, it is very good study another country that was as poor as my country and become a great economy.Lovely teacher and staff!","['lovely', 'brazilian']","[0.4583333333333333, 0.5648148148148148]",5,"[0.8426578772022391, 0.7557472208646809]"
korean-economy,Thank you for offering this wonderful introductory course to understand Korea and Asia economy. I hope there will be an advanced course after this course.,['offering'],[0.75],4,[0.5435644431995964]
korean-economy,I loved this course! It was really interesting to know how South Korea rose up from its ashes.,['loved'],[0.575],5,[0.746234301365481]
making-architecture,Good introduction for someone who has zero knowledge on architecture,['good'],[0.5648148148148148],4,[0.7557472208646809]
making-architecture,Doing a project like an architect... it was a good experience,['project'],[0.5648148148148148],5,[0.7557472208646809]
making-architecture,"a very good course, it helped me to evaluate my thinking in a creative way.",['good'],[0.5648148148148148],5,[0.7557472208646809]
making-architecture,Really enjoyed the videos; I felt I learnt a lot and I enjoyed the presentation. Many thanks.,"['enjoyed', 'lot']","[0.425, 0.425]",5,"[0.8654698974285927, 0.8654698974285927]"
making-architecture,"Very interesting and fun course that gets you hands on from day 1 building a project, reviewing the work of your fellow participants and incorporating their feedback into your own design. Well thought out, professionally presented with great videos (and intro tune!) that convey main concepts with ease. I learned a few things and enjoyed myself in the process, so I would recommend it!",['great'],[0.425],5,[0.8654698974285927]
making-architecture,Very inteeractive course with a lot of good tips and some good basic in design,"['lot', 'tip']","[0.5648148148148148, 0.5648148148148148]",5,"[0.7557472208646809, 0.7557472208646809]"
making-architecture,I lack for architecture so much and this course was a good opportunity for me hope more arch courses,"['course', 'good']","[0.5648148148148148, 0.5]",5,"[0.7557472208646809, 0.8112781244591328]"
managing-organization,"Great course, highly reccomend it!",['highly'],[0.5],5,[0.8112781244591328]
managing-organization,"I'm not going to recommend this course strongly. I learned from it, not denying that. The reading materials were great. There are critical organization issues to learn. But there are two things I don't like. First, the assignment is not well designed. Article reflection is a convenient way to give an assignment but sometimes off the topics in the course notes. Other courses have along assignments but they are much better designed. Second, the instructor threw a lot of terminologies with much explanations. I don't think people would ever remember or use them correctly. Why bother using them?",['assignment'],[0.5291800000000001],3,[0.787323583326851]
managing-organization,Good course I enjoy it,"['good', 'enjoy']","[0.5648148148148148, 0.425]",4,"[0.7557472208646809, 0.8654698974285927]"
managing-organization,The course lacks coherence which comes as a big disappointment as it follows two excellent modules by Greg Northcraft.,['excellent'],[1.0],3,[0.0]
managing-organization,"Excellent, this is one the best Specializations in Coursera platform. My congratulations to Professor Huseyin Leblebici, University of Illinois at Urbana-Champaign and Coursera. Definitively, you are making a better world for the future generations","['excellent', 'best', 'congratulation']","[1.0, 0.48451162790697677, 0.5291800000000001]",5,"[0.0, 0.8233232038953151, 0.787323583326851]"
managing-organization,A very practical course. Worthy of enrollment by every business manager. Great course by a superb Professor.,"['worthy', 'great']","[0.6875, 0.875]",5,"[0.6252624052234231, 0.3372900666170139]"
managing-organization,Great course! Very insightful!,['insightful'],[0.625],4,[0.6962122601251458]
managing-organization,"weather its an act of self-interests or not, I don't really care. fact is after viewing few videos into the starting point where the legit content should appear, I decided to stop; it is a waste of my time.he is either not teaching and providing the real solutions or he doesn't really know much; full of trash talk in generality, negativity on points of view, and outdated methodology that is not practical in the 21st century.I have proof to my review.","['really', 'full']","[-0.4375, -0.75]",1,"[0.8571484374283715, 0.5435644431995964]"
mandarin-chinese-2,"really nice course, good explanations and easy to follow","['nice', 'good']","[0.47916666666666663, 0.5648148148148148]",4,"[0.8273744775003173, 0.7557472208646809]"
market-power,This was very help of everything i need to know about managing and dealing with different kinds of real world problems.,['dealing'],[0.46875],5,[0.8351164948421137]
market-power,good course,['good'],[0.5648148148148148],5,[0.7557472208646809]
market-power,"Excellent course. Examples given are very well explained, the professor is pretty clear and has a nice approach when talking. An excelent course for people interested in Microeconomics, although you might need at least an Economics Introductory Course to get the hang of it.","['excellent', 'clear']","[1.0, 0.47916666666666663]",5,"[0.0, 0.8273744775003173]"
market-power,Its really Good.,['good'],[0.5648148148148148],4,[0.7557472208646809]
market-power,"good explanations, easy to understand",['good'],[0.5648148148148148],4,[0.7557472208646809]
material-informatics,"This is a great starter course for materials informatics. It covers a good amount of topics and uses a nice case study to reinforce digital representation of data, spatial correlations, principal component analysis, and regression. I really liked the examples of pyMKS. My only suggestions is it would have been nice to have more hands-ons use of pyMKS and sci-kit learn. This could have been accomplished through a course project or homeworks.","['informatics', 'good', 'correlation']","[0.5648148148148148, 0.47916666666666663, 0.47916666666666663]",4,"[0.7557472208646809, 0.8273744775003173, 0.8273744775003173]"
material-informatics,very beneficial,['beneficial'],[0.625],5,[0.6962122601251458]
mcs-ds-applicant,this course is including machine learning and analytics. It is practically very beneficial and worth learning.,['machine'],[0.625],5,[0.6962122601251458]
mcs-ds-applicant,Good Morningiam very happy to read you and thanks alot for your Agree this is my first time life imeet this Also ifind it great this is abig dream fro me since x years agoBest Regardslahcene,"['good', 'morningiam']","[0.5648148148148148, 0.5625]",5,"[0.7557472208646809, 0.7578784625383954]"
mcs-ds-applicant,Very good program to get an excellent Master degree in Data Science and Machine learning field,"['good', 'get']","[0.5648148148148148, 1.0]",5,"[0.7557472208646809, 0.0]"
meaningful-marketing-insights,well explained. It would be more good if an entirely new worksheet is given for work at the end of course,['good'],[0.5648148148148148],4,[0.7557472208646809]
meaningful-marketing-insights,Excellent course! Very hands on with right level of theory and application. Prof. Schweidel is obviously an expert in this field.,"['excellent', 'application']","[1.0, 0.5]",5,"[0.0, 0.8112781244591328]"
meaningful-marketing-insights,Some notions introduced too fast and with little explanations. Overall very interesting and applicable.,['interesting'],[0.5],4,[0.8112781244591328]
meaningful-marketing-insights,Good learning experience,['good'],[0.5648148148148148],4,[0.7557472208646809]
meaningful-marketing-insights,"content is great and direct to the point. But 2 disappointing factors could have been avoided to make this course perfect1- sound is almost in one ear which can make you feel dizzy if you are using headset.2- instructor is reading everything like a robot. Very fast , no passion or whatsoever.I guess 3 stars is fair enough.",['disappointing'],[-0.5],3,[0.8112781244591328]
meaningful-marketing-insights,The content is extremely valuable and was delivered in a very good way fully engaging the learners!One thing I would improve in future is the time assessment for the assignments and reading - some took me way longer than suggested and others way shorter. In addition it would be nice to have the workload distributed eavenly along the weeks not pushing the most timeconsuming assignments to the last stage.,"['good', 'longer']","[0.5648148148148148, 0.47916666666666663]",4,"[0.7557472208646809, 0.8273744775003173]"
mindshift,"This is more easy course than previous one from Barbara. I think it is better to take this course before the ""Learning How To Learn"" course. Five stars! Barbara and Terrence thank you very much!",['think'],[0.5291800000000001],5,[0.787323583326851]
mindshift,"Thank you Barbara, Terrence and their team for this excellent course! Wonderful mooc experience!","['thank', 'terrence']","[1.0, 0.75]",5,"[0.0, 0.5435644431995964]"
mindshift,Larger perspective gained for my life and career from this course. Highly recommended.,['career'],[0.5],5,[0.8112781244591328]
mindshift,"It is an amazing science based course (explained in a way that anyone can get it) about your mind and how you can make changes in your life through learning. It has very practical advice about many aspects that help you understand how your mind works and how to use it to better your life, no matter what you have experienced before. Thank you very much, again (for this course and for ‘Learning How to Learn’).",['help'],[0.5291800000000001],5,[0.787323583326851]
mindshift,"Best MOOC of self development. Often we never discussed topics like how to change field specially when we grow older, reason is, proof less myth spreaded in the society about learning new things at old age. This MOOC debunked such myth and also give insightful coverage of different aspect of mindshift. If you are reading this review I would personally recommend to take this MOOC if you want mindshift.","['best', 'less']","[0.48451162790697677, 0.625]",5,"[0.8233232038953151, 0.6962122601251458]"
mindshift,"Excellent course, as those that Barbara Oakley has us accustomed to.",['excellent'],[1.0],5,[0.0]
mindshift,Fun and positive way to learn about learning. Provides an optimistic view on creating the change you desire no matter what age.,['optimistic'],[0.4375],5,[0.8571484374283715]
mindshift,Very nice ideas and suggestions to think about and work upon.,['nice'],[0.47916666666666663],4,[0.8273744775003173]
mindshift,Barbara and her team are amazing. I can relate so much to many examples given in this course from how we can feel when learning something new to how we can refrain a stressful feeling to keep going with a positive learning experience. I highly recommend this course to gain confidence in our abilities and keep our brains fresh to learn how to learn new skills.,"['learning', 'keep']","[-0.625, 0.5]",5,"[0.6962122601251458, 0.8112781244591328]"
mindshift,I'd like to say thanks to all that helped make this MOOC - it feels good to hear change is possible for anyone at any time.,['make'],[0.5648148148148148],5,[0.7557472208646809]
mindshift,This course has been a good refresher of Learning How to Learn and has helped me clear my mind about how I can inculcate those habits and take the momentum forward. I recommend it to anyone who is looking to be a lifetime learner,['good'],[0.5648148148148148],5,[0.7557472208646809]
mindshift,"Mindshift as a course was ""easy"", and ""helpful"". What i have learnt from the course can be applied to my life to make it slightly better. There is a wealth of exercises in self-help today on the internet and from books. It doesn't hurt to do this course, its well put, and you learn new things(sometimes). What you gain from this course is ultimately dependent on how much you are able to exercise the points of this course. Given the small amount of time you are investing in completing the course (it is a very low requirement course and you can finish it in 2 days if you want to, although that is not recommended), i would suggest you take it, since the investment pays off depending on how new you are to the material and how much you are able to put it to use.","['slightly', 'selfhelp']","[0.5291800000000001, -0.4642857142857143]",4,"[0.787323583326851, 0.8383729377099396]"
mindshift,Very Good Course for start-up College students.,['good'],[0.5648148148148148],5,[0.7557472208646809]
mindshift,I really enjoyed this course! I have learned new skills and important new mindsets to take into future MOOCs. Thank you!,['enjoyed'],[0.425],5,[0.8654698974285927]
mindshift,Loved the way the material was presented.,['loved'],[0.575],5,[0.746234301365481]
mindshift,"Thank you, Dr. Barbara Oakley, for the great course. The content is presented in an efficient and concise way, but also very pleasant and funny. Through different learning techniques (movement, association, jokes) my attention was always engaged and the content persisted.",['presented'],[0.625],5,[0.6962122601251458]
mindshift,This is an important course for your own personal development. Personal and professional challenges have to be dealt with effectively and rationally . Take this course and enjoy new ideas and techniques for developing yourself.,"['challenge', 'take']","[0.4375, 0.425]",4,"[0.8571484374283715, 0.8654698974285927]"
mindshift,Course with excellent insights.,['excellent'],[1.0],5,[0.0]
mindshift,A nice review of Learning How to Learn. This is called mastery learning.,['nice'],[0.47916666666666663],5,[0.8273744775003173]
mindshift,Good course.,['good'],[0.5648148148148148],4,[0.7557472208646809]
mindshift,Excellent material beautifully structured and delivered. 5 min videos easy to grasp.,['excellent'],[1.0],5,[0.0]
mindshift,very important and good course for life,['good'],[0.5648148148148148],5,[0.7557472208646809]
mindware,"It's an amazing course designed to help us think better in the world we live in. I'd recommend it to everyone as a basis to start evaluating your own ways of thinking, finding the flaws and creating new ways and healthier habits when making decisions.It's fully worth the time. Thank you for such quality content.","['think', 'flaw']","[0.5291800000000001, 0.5625]",5,"[0.787323583326851, 0.7578784625383954]"
mindware,This course was very successful in bring to light many concepts we need to carefully understand to don't evaluate everyday problems. It's based on explanatory examples that are much more acessible to everyone that complex mathematical notations. It worth to do.,['successful'],[0.625],5,[0.6962122601251458]
mindware,Really Good Course,['good'],[0.5648148148148148],5,[0.7557472208646809]
missing-data,Excellent review of relevant material.,['excellent'],[1.0],5,[0.0]
missing-data,Good knowledge about Non-responses!,['good'],[0.5648148148148148],5,[0.7557472208646809]
missing-data,"While this course seems to have potential, there are many aspects of it that don't result in a great learning experience. The course resources comprise of videos and notes. The videos are informative but the notes are fairly lacking. Perhaps the biggest issue that I found with this course was the disconnect between the material covered in the videos and that which was tested on the quizzes. Often times the quiz questions were either painfully easy or worded in such a way that was not verifiable in any of the class resources. As a result, confusion occurred sometimes more often than true learning. A topic such as missing data is naturally very complex and I wouldn't expect a short course on Coursera to be able to adequately cover it. However, I do think that a lot more could be done to improve the value of this course even if that means changing the scope of the materials. Also, the lack of responsiveness to issues raised on the forum and issue-reporting buttons was a disappointment.",['video'],[0.6875],2,[0.6252624052234231]
missing-data,"The contents of this course could be interesting, but they end up being terribly boring. The course lacks examples to bring things to life. A pity!",['life'],[-0.71875],2,[0.5858732928619205]
missing-data,"The quality of the presentation is very low, and way below the quality in other courses. The assignments are very poorly designed. This is not a subjective personal experience. This is based on discussions with other learners in the forum who have expressed disappointment and frustration.",['course'],[-0.6875],1,[0.6252624052234231]
modern-american-poetry,Good overall review: I encountered stuff I did not know before. Just a little highbrow.,"['good', 'highbrow']","[0.5648148148148148, 0.4375]",3,"[0.7557472208646809, 0.8571484374283715]"
modern-american-poetry,"This iteration of the course (August-September 2016) fizzled because so few students were actively participating. Early in the course, I worked diligently on my written contributions to the discussion forums, but then there was so little peer response that I gradually came to understand that I was mostly just talking to myself. Halfway through the course, I gave up on the forums.But I read all the poems, viewed the videos and took the quizzes. The quizzes are lame, the poetry selection is great, and the video lectures are all worthwhile.I had initial misgivings about some of the videos. The improvised round-table discussions of meta-poems by Dickinson, Stevens and Mullen (module 4, lesson 4) initially seemed too colloquial and not incisive, but then I realized they had value as models for how to grope into an initial understanding of a strange poem. The lecture on Hart Crane (module 1, lesson 4) was too difficult for me to follow in real-time spoken form, but then I found I could understand some of it by frequently stopping and starting the video, re-reading the lecture text in transcript, and taking long breaks for careful review of Crane's verse and for research about some of its allusions and associations. That lecture might have made more sense in purely written form, and I wonder if it was so daunting that it scared off some of the students who started the course.As a whole, the course managed a satisfying balance between discussion of the poetry itself and discussion of the social and economic contexts in which the poetry was created and consumed. I especially appreciated the clarity of Karen Ford's many lectures and Tim Newcomb's lively and enthusiastic investigation of the role of little magazines in the 1910s & 1920s.","['augustseptember', 'forumsbut', 'poetry', 'spoken']","[0.5, 0.4375, -0.6875, 0.625]",3,"[0.8112781244591328, 0.8571484374283715, 0.6252624052234231, 0.6962122601251458]"
modern-american-poetry,"In depth, and eye opening to many American poets. A great mind expander and real introduction to the poetry of the Native Americans. Brilliant.",['many'],[0.5],5,[0.8112781244591328]
modern-american-poetry,A pretty good overview of modern poetry. Very high on generalities and low on details - like detailed readings of individual poems.The fact the the majority of the instructors just read their lectures and many of them never look up at the camera at all makes this seem very lazy and impersonal. There's very little of the engagement that would really make this interesting.,['good'],[0.5648148148148148],3,[0.7557472208646809]
modern-american-poetry,"Although I'm only the first week, there are two main comments I'd like to make.Firstly, why are the lectures sub-divided with the ridiculous, overlong, and irritating introduction for each section. In lesson one, this was repeated 11 times. What a waste of time!Secondly, the transcripts are in rich text, which is basically unreadable, has no line breaks, which makes reading the poems impossible, and the transcripts are poorly transcribed, making them illiterate.I feel I may not continue with the course for these reasons, even though the content is really interesting.This is the worst presented MOOC I have encountered.....I have completed 6, and am undertaking another 2, with edxcel and with futurelearn","['introduction', 'transcript', 'poem']","[0.5, -0.6875, -0.63125]",2,"[0.8112781244591328, 0.6252624052234231, 0.6895549542089607]"
motion-and-kinetics,"Best notation I've seen, the professor is really dedicated and gives insightful and intuitive explanations.","['best', 'really']","[0.48451162790697677, 0.625]",5,"[0.8233232038953151, 0.6962122601251458]"
motion-and-kinetics,"Simply, awesome !! I love the way the professor explains things and I love the fact that the examples used in the course correspond to real life applications. I have a suggestion, which is maybe in the future you guys can make a course about modeling some robotic configurations and do exercises in matlab, that would the next level of awesomeness :DDD",['awesome'],[0.75],5,[0.5435644431995964]
motion-and-kinetics,awesome course,['awesome'],[0.75],5,[0.5435644431995964]
motion-and-kinetics,the best explaination in the world,['best'],[0.48451162790697677],5,[0.8233232038953151]
motion-and-kinetics,The first lesson was very good i will today and maybe tomorrow see the next lesson and i hope that it is also good,"['lesson', 'next']","[0.5648148148148148, 0.5648148148148148]",5,"[0.7557472208646809, 0.7557472208646809]"
motion-and-kinetics,"This course is very well done made. Again, I enjoyed the teaching of Mr. Wayne Whiteman very much.",['enjoyed'],[0.425],4,[0.8654698974285927]
motion-and-kinetics,"Thank you for the great series of courses, Dr. Whiteman. The explanations are clear, the topics are well structured, and the videos are dense and contain only relevant information.I recommend all four courses to everyone who is interested in mechanics, wants to understand how things work and make them work better. And remember, engineers make the World))",['informationi'],[0.5291800000000001],5,[0.787323583326851]
motion-and-kinetics,"The Course material is great and is useful to refresh the concepts underlying dynamics of 3D motion in a short span of time. The course is very well structured and enjoyed thoroughly listening to the lectures by Dr. Whiteman. I have just one complaint though, model answers to the question in quiz are not available. So, it is difficult to compare the approach taken and validate the understanding.","['time', 'dr']","[0.425, -0.6875]",4,"[0.8654698974285927, 0.6252624052234231]"
motion-and-kinetics,Nice course and awesome videos....Really loved it but some parts could have been simpler.,"['nice', 'awesome', 'videosreally']","[0.47916666666666663, 0.75, 0.575]",4,"[0.8273744775003173, 0.5435644431995964, 0.746234301365481]"
music-education,This course was just what I needed. The content was engaging and posed some challenging questions that are very relevant to music educators in the 21st Century. I would highly recommend this course!,['educator'],[0.5],5,[0.8112781244591328]
music-education,I highly recommend it for all music teachers.,['highly'],[0.5],5,[0.8112781244591328]
music-production-capstone,A good place to start!,['good'],[0.5648148148148148],5,[0.7557472208646809]
music-production-capstone,The program could use more detail in its instructions but I have to say my skills and experience was really put to the test. Just one issue with the specialization. The Protools requirement from the 4 courses is not a good idea. That DAW requires a Audio Interface which is the reason why some of my friends that don't want to take the specialization.,['course'],[0.5648148148148148],4,[0.7557472208646809]
