course,reviews,tokens,sentiment_scores,label,entropy_values,fuzzy_rating
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",pretty good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]",3.0822370291264503
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",useless product,['useless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607],2.5999620192945017
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",useless product,['useless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],3,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]",3.0822370291264503
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good,['good'],[0.5648148148148148],3,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",useless product,['useless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]",3.0822370291264503
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worthless,['worthless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139],2.7814905834659567
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607],2.5999620192945017
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",useless product,['useless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",decent product,['decent'],[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607],2.5999620192945017
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good,['good'],[0.5648148148148148],3,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",useless product,['useless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",pretty good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328],2.722609866868543
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",decent product,['decent'],[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607],2.5999620192945017
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]",3.0822370291264503
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",classy product,['classy'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139],2.7814905834659567
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good,['good'],[0.5648148148148148],3,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607],2.5999620192945017
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",could be way better,['better'],[0.5291800000000001],2,[0.787323583326851],3.4567103598400135
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]",3.0822370291264503
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607],2.5999620192945017
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",expected a better product,['better'],[0.5291800000000001],2,[0.787323583326851],3.4567103598400135
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",horrible,['horrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",good,['good'],[0.5648148148148148],3,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574],3.3506129189009157
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",good,['good'],[0.5648148148148148],3,[0.7557472208646809],3.480658752923455
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139],2.7814905834659567
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",decent product,['decent'],[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",pretty good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574],3.3506129189009157
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",useless product,['useless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",could be way better,['better'],[0.5291800000000001],2,[0.787323583326851],3.4567103598400135
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",highly recommended,['highly'],[0.5],5,[0.8112781244591328],3.43909036103874
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
