course,reviews,tokens,sentiment_scores,label,entropy_values,fuzzy_rating
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",bad quality,"['bad', 'quality']","[-0.5955882352941176, 0.35714285714285715]",2,"[0.7263179821168531, 0.9059282160429991]",2.9231628895795407
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value-for-money,['valueformoney'],[],4,[],3.0
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]",3.0822370291264503
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686],3.2092888104243116
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685],3.060111715281486
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965],3.251806535394407
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965],3.251806535394407
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",pretty good,"['pretty', 'good']","[-0.08333333333333337, 0.5648148148148148]",4,"[0.99498482818597, 0.7557472208646809]",3.25074816008208
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685],3.060111715281486
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686],3.2092888104243116
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685],3.060111715281486
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]",3.368908142816668
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",does the job,['job'],[-0.08088235294117647],2,[0.9952758181852421],2.957911088928787
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",horrible,['horrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]",3.368908142816668
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",value-for-money,['valueformoney'],[],4,[],3.0
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642],2.971821072516664
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",waste of money!,"['waste', 'money']",[-0.0234375],1,[0.9996037156868482],3.003021555303862
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955],3.09184706281663
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]",3.368908142816668
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",delightful,['delightful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",value-for-money,['valueformoney'],[],4,[],3.0
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512],3.0904108524804763
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",excellent product and service by flipkart,"['excellent', 'product', 'service', 'flipkart']","[1.0, -0.006944444444444444]",5,"[0.0, 0.9999652125135791]",3.531719835491227
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good,['good'],[0.5648148148148148],3,[0.7557472208646809],3.480658752923455
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",not that bad..,['bad'],[-0.5955882352941176],3,[0.7263179821168531],2.638062903097707
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",just okay,['okay'],[0.25],3,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]",3.368908142816668
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955],3.09184706281663
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955],3.09184706281663
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",just okay,['okay'],[0.25],3,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512],3.0904108524804763
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528],3.1800719221167455
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686],3.2092888104243116
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
