course,reviews,tokens,sentiment_scores,label,entropy_values
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",pretty good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",could be way better,['better'],[0.5291800000000001],4,[0.787323583326851]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",useless product,['useless'],[-0.5],1,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",worst experience ever!,['worst'],[-0.63125],1,[0.6895549542089607]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",terrible product,['terrible'],[-0.625],1,[0.6962122601251458]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",highly recommended,['highly'],[0.5],5,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",worthless,['worthless'],[-0.5],1,[0.8112781244591328]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",could be way better,['better'],[0.5291800000000001],2,[0.787323583326851]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",simply awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice product,['nice'],[0.47916666666666663],4,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good quality product,"['good', 'quality']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",perfect product!,['perfect'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent,['excellent'],[1.0],5,[0.0]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in the market!,['best'],[0.48451162790697677],5,[0.8233232038953151]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good choice,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",classy product,['classy'],[0.375],5,[0.8960382325345574]
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
